4.885472773198237806e-02,4.760051345734464534e-02,4.844365875915232489e-02,4.679737967409439148e-02,4.796468964456497563e-02,4.620985049966538222e-02,4.615525414879052823e-02,4.524152075783933330e-02,4.467255475768194817e-02,4.445431685629223223e-02,4.450012184438559976e-02,4.457744088186889331e-02,4.532072749934554223e-02,4.592867568529415689e-02,4.662079761013007001e-02,4.753802043038991842e-02,4.749438718282752298e-02,4.799255802024516432e-02,4.850139977066315888e-02,5.000000000000000278e-02
4.877997211111206877e-02,4.784796794776752238e-02,4.855992433411569775e-02,4.709706961461938152e-02,4.640480731775015882e-02,4.597729303137040174e-02,4.564490861206506322e-02,4.525421482658268518e-02,4.451814138364487000e-02,4.464194755468847697e-02,4.453903552146686734e-02,4.455673919181835779e-02,4.517952136558048976e-02,4.557029098553160712e-02,4.595328600096625082e-02,4.633721985823302525e-02,4.735950067102472072e-02,4.856765319182741042e-02,4.857132358346222950e-02,5.000000000000000278e-02
4.864531071439489457e-02,4.855363229868220332e-02,4.850572636330947179e-02,4.732703927827395379e-02,4.665446514978467685e-02,4.613990721754598207e-02,4.474752897626180920e-02,4.482658429642880082e-02,4.434371161979291237e-02,4.445572368653204209e-02,4.438459457021907972e-02,4.442796889525219006e-02,4.478923014718078771e-02,4.486500252275894829e-02,4.585656299104374362e-02,4.663200133429407090e-02,4.712774031821997944e-02,4.871717760045461004e-02,4.896789457815703406e-02,5.000000000000000278e-02
4.848307381973970126e-02,4.910799510577330829e-02,4.734843845523381556e-02,4.758953108538518939e-02,4.587202765312842906e-02,4.598204700415036567e-02,4.505415484595198111e-02,4.465285440231239050e-02,4.422666269437331571e-02,4.427014409649338011e-02,4.409666249416220596e-02,4.452089797003724175e-02,4.443849923082756476e-02,4.549503013238280491e-02,4.544073085787767030e-02,4.622963949233773601e-02,4.676211402176395221e-02,4.794519960544880999e-02,4.849684241421334252e-02,5.000000000000000278e-02
4.842599198917218323e-02,4.842490094034768155e-02,4.793888772470762671e-02,4.684560959520926021e-02,4.608270711980386181e-02,4.538392719186936514e-02,4.517524745650444706e-02,4.516869459806035353e-02,4.489328265589730138e-02,4.508927473160950078e-02,4.475518270568307200e-02,4.523189322371867771e-02,4.477653508621123879e-02,4.570389963649931081e-02,4.494166382311153701e-02,4.669232622425447538e-02,4.610005806646701870e-02,4.874583162376974060e-02,4.795715230721508265e-02,5.000000000000000278e-02
4.849073866393494719e-02,4.835974939922076804e-02,4.778818738842390695e-02,4.671685374659454576e-02,4.517661673215959961e-02,4.535257416266352815e-02,4.518506519391559534e-02,4.543927686152457457e-02,4.463100371145583417e-02,4.529561361359781685e-02,4.480703316867210018e-02,4.505678017875214963e-02,4.492379344758741511e-02,4.577638186129025233e-02,4.493850188079392960e-02,4.572798191182925881e-02,4.594773489655294002e-02,4.861265315045032454e-02,4.790964758910207927e-02,5.000000000000000278e-02
4.871403168528671418e-02,4.827171605274992866e-02,4.747146625935116243e-02,4.708229386896806146e-02,4.525800054070035217e-02,4.558074505014179933e-02,4.512944997773070399e-02,4.523436282570345718e-02,4.575895036627739693e-02,4.541874156382186278e-02,4.497593371197206036e-02,4.628599058347121487e-02,4.479145164410267693e-02,4.571872893302365848e-02,4.524589280093602173e-02,4.602787208587826723e-02,4.652167519177886207e-02,4.854088876357856575e-02,4.811941921544767020e-02,5.000000000000000278e-02
4.917424658005627863e-02,4.848428576762867787e-02,4.756854430947455442e-02,4.592951856494933288e-02,4.549649610833948060e-02,4.587249693635925274e-02,4.544319497723098289e-02,4.609861613670474673e-02,4.503603094565231113e-02,4.587375540865094165e-02,4.535233952863291368e-02,4.561556068341931364e-02,4.559904661668418707e-02,4.586777258452983536e-02,4.559329195228612602e-02,4.611528924659510920e-02,4.569349104414176937e-02,4.833941466814670185e-02,4.906655061641528731e-02,5.000000000000000278e-02
5.000000000000000278e-02,4.848471103481692690e-02,4.913959077240906415e-02,4.562461779165745412e-02,4.761722022516266806e-02,4.527619295697806606e-02,4.798135075946155514e-02,4.546393779518432404e-02,4.703075703405789482e-02,4.602759855650076504e-02,4.623134645448562230e-02,4.684936594027249573e-02,4.566414837981017799e-02,4.786111328820587263e-02,4.549583318033695312e-02,4.754603419180029877e-02,4.584993642570699135e-02,4.915811412230717409e-02,4.869915503319210276e-02,5.000000000000000278e-02
5.000000000000000278e-02,4.701883101953853450e-02,5.000000000000000278e-02,4.519939087767749913e-02,5.000000000000000278e-02,4.567573358032885056e-02,5.000000000000000278e-02,4.671191582927221309e-02,4.878114645047278847e-02,4.754633071370772956e-02,4.755689928415134798e-02,4.877630544172071453e-02,4.672323411905052876e-02,5.000000000000000278e-02,4.567486862803631781e-02,5.000000000000000278e-02,4.519611294352996606e-02,5.000000000000000278e-02,4.702851742299398591e-02,5.000000000000000278e-02
